60.89975127,189.7558566,214.2727383,611.5256006,274.2694919
51.96106703,150.7732103,165.1972165,445.7590766,198.0721567
38.45393599,126.765229,133.3700226,366.6681882,155.6754529
39.373545,128.8298592,141.1443383,307.5227262,161.9373965
53.33556265,162.0796611,210.7611288,293.0161704,229.6100071
59.28093311,149.6763468,17235.66765,276.3767473,218.4281438
67.89325523,154.9560524,0,271.5462965,247.0874365
61.51077446,135.4886062,0,215.5210223,206.2079812
50.52155116,125.7593982,0,302.343113,193.8204783
41.29019969,116.6073847,139.1693192,239.6941298,155.2545521
35.11724932,100.7406797,118.790395,203.1714543,126.2305476
32.73956963,95.37666495,121.8313398,213.8882072,125.4217576
40.96712466,100.1372577,110.9891136,532.4280646,141.9306363
64.28444661,100.2828779,100.7949232,212.5034918,121.2158503
69.58648274,93.09675985,93.86717054,183.6621809,101.2098455
64.65028547,86.5453045,84.53181004,163.8147255,94.29089907
62.56654164,82.02072955,82.32408661,189.9722234,88.54539008
69.46125877,92.06978262,89.25582726,228.5765634,99.02850826
71.78331426,92.95020972,96.93514245,209.1494625,106.8258821
72.4734479,92.74480341,83.17220422,175.7196016,106.6805875
72.90218268,85.20127263,80.86599494,149.4401533,99.02091832
51.0150919,59.97971441,59.31836237,164.9227691,67.70302167
49.90747073,57.7732282,101.5331203,179.2212672,63.45841671
57.44038627,65.88382565,160.9933017,173.0474075,76.82323398
69.72101125,79.91048146,84.91175221,299.9433394,103.4514104
76.55064612,90.1279391,82.54074525,933.7842137,126.7794393
61.47366731,81.45810722,71.40146754,354.6167761,102.1402336
46.45436493,79.19503729,72.7924399,270.7431719,100.8052785
48.92232611,82.79181478,79.01145895,171.3708162,96.12240536
56.37741527,92.8258239,91.02004706,202.3982715,103.6298321
60.74314064,96.64600494,93.31184943,275.3210457,114.603465
65.1539579,101.3762096,97.97191123,187.5527944,121.6312241
81.28033039,86.7753185,94.02063966,174.6963199,113.0782396
64.31181087,79.88866096,86.28702736,241.3902575,99.58010201
52.6415696,77.79960947,90.52714756,201.5610977,106.1736429
50.66897563,76.51210859,83.98689336,332.7963493,102.5734267
60.68451064,88.84008912,96.85905631,346.2132947,124.4624997
57.34323416,86.16252735,92.07526414,393.7921084,120.3675086
45.0403618,77.0444976,83.48737454,289.7703095,105.1140777
43.4928264,73.66049781,84.71014155,226.9894037,94.12616841
52.8253925,84.81556903,105.2190647,215.6477282,114.1680747
61.98500745,94.4905607,124.4646231,168.4701338,135.9835467
64.60272859,96.71286795,123.4412449,241.1360886,142.4087704
71.51296183,104.7554584,131.982368,238.6598373,151.7888533
71.86873338,78.87820986,126.7121043,251.1785713,144.1570133
62.60193131,73.68133559,113.8034904,238.3162712,126.0342122
58.21142931,70.70030338,107.2576369,174.5002324,117.0691418
55.48334474,70.507718,103.4575184,272.7395162,124.4764708
61.73313945,80.4145303,102.0509842,194.2982661,124.4453494
63.11517154,87.36316096,97.60068272,202.6444129,122.302626
60.04301175,83.60063754,96.25399243,199.7255161,111.0854673
55.35784803,79.06008739,93.54768682,165.2733598,101.453019
57.58065783,80.54125403,96.22307549,185.7235668,103.6589191
67.52618931,92.18324856,108.9817625,151.8486268,124.3705721
64.04876615,88.23401635,105.6900403,152.8342553,122.6195079
68.10434226,91.88025867,110.4113075,142.5687225,126.0760511
81.15629745,77.95783464,104.1383169,141.3177472,120.417015
68.99004843,68.61094441,89.65545714,160.0109551,102.498451
48.26462948,66.13798418,81.08652666,186.1446176,98.3971165
52.29107606,71.08681296,84.88589136,211.5820342,108.8898656
57.22600026,75.19273337,89.98391416,214.634986,112.5293966
57.70714582,75.20649474,90.11320595,178.1938491,108.7645395
59.36753472,83.95019676,93.79936799,196.3256322,108.0373812
53.09978672,77.38179346,84.25130966,173.1844542,101.7240882
51.35821394,74.02539641,80.54925293,168.845657,95.62229768
65.93672016,91.00699191,109.2066044,233.3207901,120.7121919
69.36297417,91.81196888,107.8863722,144.3316329,125.4562194
67.56692708,89.84607596,106.0763176,142.2464517,123.9275728
95.45168566,92.62685039,106.8906109,125.4760784,125.2070828
79.44738993,77.11712542,87.2969689,123.0725412,97.27379093
70.75876709,68.34078613,78.25628445,90.00923578,81.81607974
67.0335952,69.232341,78.62563499,126.2481663,88.84805511
60.55503309,69.93531478,83.16109276,128.3506341,94.66374508
57.86798634,66.99859648,78.80977823,103.1139464,91.97647535
54.42535877,63.44039013,74.61984044,98.51163718,84.81662438
52.33894682,61.17166782,73.86930639,80.29941028,77.76084981
57.91889862,66.1240326,82.09959441,87.23452923,86.23640359
72.53424974,79.80331289,99.48166646,108.5527589,110.8601469
73.18803356,81.54985719,104.6185152,114.2061376,115.3088642
78.18521329,86.08053271,108.8879894,121.766285,121.7057707
74.62369018,82.66081699,90.44177276,129.7027394,130.5654228
69.43578059,77.91267932,86.71075692,119.0518109,119.2551616
67.20948627,76.99599876,82.3926886,121.5687367,109.0413544
63.70032092,74.52446408,81.27947704,167.3663622,111.8964839
64.87082552,73.85501134,82.11313895,196.3162275,111.9060677
61.83515481,70.96446361,84.30807601,279.5475181,117.0860064
46.42496669,76.13985273,97.56937512,193.9519684,107.4431119
46.09383814,51.89822958,104.6529871,132.6054599,105.811892
50.0235759,54.08045905,112.4531194,129.3259978,113.9479335
62.34463217,64.92289542,134.232037,145.0829689,142.1255693
64.90546482,67.43956122,143.1518425,182.0172113,153.3439108
76.56840959,73.84935601,164.3736242,214.8612866,169.6617491
44.34461076,62.89287502,92.71964321,203.2870469,159.0671703
52.85629378,65.89022694,89.90670848,243.615897,148.9746947
52.17421426,63.99527541,90.65210828,280.9874608,148.6864604
49.92178616,64.25722387,91.67868727,233.1890605,154.7359897
54.56709575,62.34650782,90.99789334,345.4504341,166.5312879
58.94875987,65.26974523,96.64169845,221.7818205,172.5259161
52.87215004,74.96665344,83.85882811,210.1711418,158.4438943
55.35317858,61.55133148,82.86861851,210.0027301,160.3860515
57.49358965,63.206557,88.11975553,219.9227006,161.3011001
61.37187646,66.19281302,95.15044535,201.1221745,173.0090852
57.61622733,63.80917607,94.43435921,201.659662,165.0232721
58.89224004,66.88606766,94.7362637,226.9283379,162.2223966
12.84203113,46.01305471,70.60039715,203.7060264,153.9987769
19.46068849,47.72363565,74.6395266,208.3288581,148.3399646
29.15562859,53.09668371,89.43712755,215.4423686,161.6201345
26.65035773,54.58357515,85.20039457,231.9782876,158.2666987
32.72627349,56.82661138,94.51862715,232.6312983,166.9039897
52.48469948,67.28927812,102.9004044,227.7842165,169.920854
48.84956812,63.24140628,90.15944843,229.8655213,162.372152
47.97603198,61.54474515,90.10872669,230.1851681,156.4623339
51.31067176,62.23139533,96.85465118,219.9364807,165.6437713
