196.02
150.6
128.84
139.06
201.58
192.34
196.93
153.82
142.46
126.83
107.53
98.21
93.41
87.04
82.72
78.93
75.97
83.78
75.25
70.47
66.98
49.65
50.23
55.43
62.33
70.96
70.58
70.45
74.78
83.05
81.6
84.26
83.72
81.13
87.47
78.73
83.93
78.9
77.67
78.99
98.93
112.1
105.5
110.78
109.34
104.59
101.82
92.14
90.28
86.58
89.29
87.22
90.54
101.15
90.3
91.8
90.41
81.15
72.41
72.82
75.91
76.3
82.33
78.76
74.88
91.67
90.76
86.1
86.76
74.83
73.27
71.3
71.43
66.79
65.15
68.72
75.37
87.34
87.62
90.7
95.41
94.89
98.29
90.73
88.15
81.53
84.13
96.31
103.45
118.35
121.16
140.54
143.86
133.27
131.67
130.92
128
142.26
135.85
144.14
150.54
162.99
153.16
142.61
149.42
144.52
155.37
136.22
153.44
154.75
157.67
150.48
162.85
151.61
150.24
151.59
164.94
138.1
149.57
133.21
160.35
184.64
177.55
170.58
157.43
176.86
159.16
147.01
145.87
139.94
122.94
132.75
116.09
118.56
118.91
117.02
116.95
123.25
123.02
131.95
131.17
105.36
111.64
116.04
119.51
114.11
114.45
115.33
115.15
120.55
120.21
122.28
